country_code,mkpl_doctor_id,main_specialization,main_specialization_type,doctor_city,doctor_district,mkpl_calendar_id,insurance_name,weeks_ahead,wp_minutes_per_week
de,"397,757",alternative medicine,paramedical,,,"9,847",Privat versichert,4,440
de,"397,759",psychiatry,medical,Ilsede,Groß Bülten,"11,064",Gesetzlich versichert,6,60
de,"397,759",psychiatry,medical,Ilsede,Groß Bülten,"11,064",Privat versichert,6,60
de,"397,923",alternative medicine,paramedical,Utting,,"9,608",Gesetzlich versichert,12,300
de,"397,923",alternative medicine,paramedical,Utting,,"9,608",Privat versichert,12,300
de,"397,995",dentistry,medical,,,"8,758",Gesetzlich versichert,5,5
de,"398,023",trauma and orthopaedic surgery,medical,Hagen,,"12,971",Gesetzlich versichert,24,"1,440"
de,"398,023",trauma and orthopaedic surgery,medical,Hagen,,"12,971",Privat versichert,24,"1,440"
de,"398,241",dentistry,medical,Stuttgart,Sillenbuch,"10,885",Gesetzlich versichert,12,720
de,"398,241",dentistry,medical,Stuttgart,Sillenbuch,"10,885",Privat versichert,12,720
de,"398,310",trauma and orthopaedic surgery,medical,Berlin,Bezirk Reinickendorf,"7,584",Gesetzlich versichert,4,"1,620"
de,"398,310",trauma and orthopaedic surgery,medical,Berlin,Bezirk Reinickendorf,"7,584",Privat versichert,4,"1,620"
de,"398,323",otolaryngology,medical,Köln,Innenstadt,"5,205",Gesetzlich versichert,24,"2,745"
de,"398,323",otolaryngology,medical,Köln,Innenstadt,"5,205",Privat versichert,24,"2,745"
de,"398,466",physical medicine and rehabilitation,paramedical,Baden-Baden,,"3,753",Gesetzlich versichert,6,"2,280"
de,"398,466",physical medicine and rehabilitation,paramedical,Baden-Baden,,"3,753",Privat versichert,6,"2,280"
de,"398,468",trauma and orthopaedic surgery,medical,Bielefeld,Mitte,"8,748",Privat versichert,24,"2,100"
de,"398,562",psychology,medical,,,"9,157",Privat versichert,4,360
de,"398,562",psychology,medical,Berlin,Bezirk Charlottenburg-Wilmersdorf,"9,158",Privat versichert,4,630
de,"398,628",otolaryngology,medical,Leipzig,Ost,"8,421",Gesetzlich versichert,4,255
de,"398,628",otolaryngology,medical,Leipzig,Ost,"8,421",Privat versichert,4,255
de,"398,628",otolaryngology,medical,Leipzig,Ost,"8,957",Gesetzlich versichert,4,120
