country_code,mkpl_doctor_id,mkpl_calendar_id,insurance_name,wp_minutes
de,"1,194","1,580",Gesetzlich versichert,"4,560"
de,"1,581","2,012",Gesetzlich versichert,"4,080"
de,"1,660","2,138",Gesetzlich versichert,840
de,"1,787","2,421",Gesetzlich versichert,"4,950"
de,"2,226","3,010",Gesetzlich versichert,"1,780"
de,"2,151","2,836",Privat versichert,750
de,"2,151","2,836",Gesetzlich versichert,750
de,"2,363","3,156",Privat versichert,"2,670"
de,"2,363","3,156",Gesetzlich versichert,"2,670"
de,"2,408","3,122",Gesetzlich versichert,"1,935"
de,"2,450","6,971",Gesetzlich versichert,390
de,"2,449","3,229",Gesetzlich versichert,"2,970"
de,"396,322","8,387",Gesetzlich versichert,"1,650"
de,"378,145","11,916",Privat versichert,"1,980"
de,"382,239","8,008",Privat versichert,230
de,"376,020","4,116",Gesetzlich versichert,"1,800"
de,"349,196","5,605",Privat versichert,"2,520"
de,"345,680","4,061",Gesetzlich versichert,"1,980"
mx,"300,267","121,487",VE X MAS,750
mx,"300,267","121,487",EuroCenter,750
mx,"300,267","121,487",Banjercito,750
mx,"300,267","121,487",LINCONL FINANCIAL,750
mx,"300,267","121,487",Blue Cross Blue Shield,750
mx,"300,267","121,487",ANA,750
mx,"300,267","121,487",Proseso,750
mx,"300,267","121,487",UFCW,750
mx,"300,267","121,487",ING,750
mx,"300,267","121,487",INTUITIV,750
de,"365,015","9,990",Privat versichert,210
de,"386,094","4,902",Privat versichert,720
de,"398,562","9,157",Privat versichert,360
de,"424,739","10,213",Privat versichert,"2,640"
de,"425,640","10,478",Gesetzlich versichert,"1,755"
de,"84,895","13,085",Privat versichert,"2,400"
de,"401,467","13,223",Gesetzlich versichert,420
de,"448,342","13,996",Privat versichert,120
es,"115,337","56,799",Cosalud,320
es,"78,499","28,583",DKV Muface,210
ar,"4,116","8,479",Centro Médico Pueyrredón,510
ar,"4,116","8,479",OPDEA,540
ar,"4,116","8,479",OSARPYH,540
ar,"4,116","8,479",Avalian,510
ar,"4,116","8,479",IOSFA,540
ar,"4,116","8,479",Galeno,510
br,"433,672","125,576",Bradesco Saúde,"1,830"
br,"154,979","22,462",Cassi,"2,310"
br,"221,052","63,519",Saúde PAS,"1,270"
br,"637,830","31,653",Saúde Petrobrás,"1,260"
